Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C000245,32.0,Female,East,77,Premium,85.47,4,0.0,2021-07-28,1025.6399999999999,2021,5-10 yr,Q4 high
C000246,27.0,Female,East,97,Standard,24.05,2,0.0,2022-11-19,288.6,2022,5-10 yr,Q2
C000247,34.0,Female,Central,27,Premium,42.92,1,1.0,2019-05-16,515.04,2019,2-5 yr,Q3
C000248,34.0,Male,North,2,Premium,94.76,0,0.0,2021-04-10,1137.1200000000001,2021,0-6 mo,Q4 high
C000249,18.0,Male,North,100,Basic,16.58,0,0.0,2021-07-29,198.95999999999998,2021,5-10 yr,Q2
C000250,33.0,Female,Central,50,Basic,10.46,0,0.0,2020-09-20,125.52000000000001,2020,2-5 yr,Q1 low
C000251,35.0,Non-binary,Central,105,Basic,5.13,2,0.0,2023-03-06,61.56,2023,5-10 yr,Q1 low
C000252,45.0,Female,South,33,Standard,19.74,0,0.0,2021-10-23,236.88,2021,2-5 yr,Q2
C000253,22.0,Female,West,66,Standard,21.51,1,0.0,2021-09-19,258.12,2021,5-10 yr,Q2
C000254,35.0,Male,Central,106,Premium,90.28,2,0.0,2020-11-27,1083.3600000000001,2020,5-10 yr,Q4 high
C000255,22.0,Female,North,27,Standard,18.04,2,0.0,2019-08-30,216.48,2019,2-5 yr,Q2
C000256,30.0,Female,Central,117,Standard,22.74,3,1.0,2020-02-11,272.88,2020,5-10 yr,Q2
C000257,37.0,Male,North,62,Standard,20.04,1,1.0,2019-01-12,240.48,2019,5-10 yr,Q2
C000258,35.0,Male,Central,108,Standard,19.82,0,0.0,2022-12-31,237.84,2022,5-10 yr,Q2
C000259,35.0,Male,North,113,Basic,6.42,4,1.0,2021-09-29,77.03999999999999,2021,5-10 yr,Q1 low
C000260,23.0,Female,West,23,Enterprise,190.96,0,0.0,2020-02-10,2291.52,2020,1-2 yr,Q4 high
C000261,32.0,Male,Central,3,Standard,37.81,3,1.0,2019-12-03,453.72,2019,0-6 mo,Q3
C000262,25.0,Female,North,45,Premium,67.11,1,0.0,2024-09-02,805.3199999999999,2024,2-5 yr,Q4 high
C000263,47.0,Female,North,18,Standard,15.89,5,1.0,2022-06-25,190.68,2022,1-2 yr,Q2
C000264,35.0,Female,Central,99,Standard,20.91,2,0.0,2019-12-20,250.92000000000002,2019,5-10 yr,Q2
C000265,41.0,Male,West,1,Basic,5.19,1,0.0,2021-01-07,62.28,2021,0-6 mo,Q1 low
C000266,18.0,Male,North,90,Basic,6.64,2,0.0,2024-06-22,79.67999999999999,2024,5-10 yr,Q1 low
C000267,31.0,Male,North,75,Standard,35.55,1,0.0,2022-03-17,426.59999999999997,2022,5-10 yr,Q3
C000268,38.0,Female,East,2,Premium,80.22,2,0.0,2020-08-10,962.64,2020,0-6 mo,Q4 high
C000269,39.0,Female,West,41,Premium,56.65,2,0.0,2020-10-19,679.8,2020,2-5 yr,Q4 high
C000270,36.0,Male,West,99,Standard,16.58,2,0.0,2020-09-02,198.95999999999998,2020,5-10 yr,Q2
C000271,28.0,Female,South,56,Basic,19.21,1,0.0,2020-11-06,230.52,2020,2-5 yr,Q2
C000272,22.0,Female,North,48,Standard,20.82,1,1.0,2021-12-24,249.84,2021,2-5 yr,Q2
C000273,40.0,Female,Central,89,Basic,8.74,1,0.0,2024-08-21,104.88,2024,5-10 yr,Q1 low
C000274,38.0,Female,West,78,Premium,80.07,3,0.0,2022-12-01,960.8399999999999,2022,5-10 yr,Q4 high
C000275,28.0,Male,South,68,Standard,25.96,6,0.0,2022-06-16,311.52,2022,5-10 yr,Q3
C000276,37.0,Non-binary,West,112,Standard,23.06,2,0.0,2022-08-31,276.71999999999997,2022,5-10 yr,Q2
C000277,39.0,Female,East,29,Premium,80.07,1,1.0,2024-11-06,960.8399999999999,2024,2-5 yr,Q4 high
C000278,34.0,Female,North,59,Premium,93.09,2,0.0,2021-11-01,1117.08,2021,2-5 yr,Q4 high
C000279,27.0,Male,North,95,Premium,87.9,0,0.0,2023-12-06,1054.8000000000002,2023,5-10 yr,Q4 high
C000280,50.0,Female,East,52,Premium,44.0,2,0.0,2024-11-05,528.0,2024,2-5 yr,Q3
C000281,28.0,Female,South,74,Premium,93.71,2,1.0,2023-12-11,1124.52,2023,5-10 yr,Q4 high
C000282,20.0,Male,North,99,Basic,19.75,1,0.0,2021-07-25,237.0,2021,5-10 yr,Q2
C000283,34.0,Female,East,81,Enterprise,176.45,0,0.0,2021-07-20,2117.3999999999996,2021,5-10 yr,Q4 high
C000284,43.0,Male,North,117,Premium,41.71,0,0.0,2020-07-29,500.52,2020,5-10 yr,Q3
C000285,42.0,Female,South,40,Standard,17.36,1,0.0,2023-11-19,208.32,2023,2-5 yr,Q2
C000286,23.0,Female,South,32,Standard,19.87,2,0.0,2024-04-18,238.44,2024,2-5 yr,Q2
C000287,26.0,Male,South,103,Standard,18.23,4,1.0,2019-12-28,218.76,2019,5-10 yr,Q2
C000288,29.0,Prefer not to say,West,54,Standard,26.33,0,0.0,2024-01-25,315.96,2024,2-5 yr,Q3
C000289,26.0,Male,West,94,Premium,42.59,1,0.0,2019-05-16,511.08000000000004,2019,5-10 yr,Q3
C000290,25.0,Female,East,88,Basic,17.48,1,0.0,2024-06-15,209.76,2024,5-10 yr,Q2
C000291,34.0,Female,North,47,Basic,10.11,1,0.0,2025-03-14,121.32,2025,2-5 yr,Q1 low
C000292,47.0,Female,West,61,Standard,34.18,1,0.0,2025-02-06,410.15999999999997,2025,5-10 yr,Q3
C000293,23.0,Female,North,120,Premium,38.61,3,0.0,2019-03-07,463.32,2019,5-10 yr,Q3
C000294,41.0,Female,West,73,Premium,86.54,2,,2021-12-13,1038.48,2021,5-10 yr,Q4 high
C000295,43.0,Female,South,15,Premium,86.53,1,0.0,2020-11-22,1038.3600000000001,2020,1-2 yr,Q4 high
C000296,47.0,Female,North,64,Basic,12.42,0,0.0,2024-12-28,149.04,2024,5-10 yr,Q1 low
C000297,18.0,Female,North,62,Premium,93.78,1,0.0,2024-06-29,1125.3600000000001,2024,5-10 yr,Q4 high
C000298,35.0,Non-binary,North,78,Standard,39.46,1,0.0,2019-12-27,473.52,2019,5-10 yr,Q3
C000299,28.0,Male,North,19,Standard,34.3,1,0.0,2024-12-16,411.59999999999997,2024,1-2 yr,Q3
C000300,38.0,Male,Central,25,Basic,17.87,0,0.0,2022-09-20,214.44,2022,2-5 yr,Q2
C000301,18.0,Female,South,108,Basic,9.47,0,1.0,2019-04-21,113.64000000000001,2019,5-10 yr,Q1 low
C000302,43.0,Male,Central,92,Enterprise,101.62,1,0.0,2022-05-30,1219.44,2022,5-10 yr,Q4 high
C000303,41.0,Male,North,91,Premium,73.94,3,0.0,2020-05-22,887.28,2020,5-10 yr,Q4 high
C000304,21.0,Female,Central,102,Standard,31.62,0,1.0,2021-11-26,379.44,2021,5-10 yr,Q3
C000305,49.0,Female,South,71,Basic,17.17,3,0.0,2024-08-25,206.04000000000002,2024,5-10 yr,Q2
C000306,42.0,Female,North,35,Premium,83.87,1,0.0,2019-11-17,1006.44,2019,2-5 yr,Q4 high
C000307,34.0,Male,West,117,Enterprise,187.17,2,0.0,2025-01-08,2246.04,2025,5-10 yr,Q4 high
C000308,30.0,Male,North,5,Standard,36.79,2,1.0,2022-10-03,441.48,2022,0-6 mo,Q3
C000309,38.0,Female,East,98,Basic,17.75,1,0.0,2021-03-15,213.0,2021,5-10 yr,Q2
C000310,32.0,Female,South,103,Basic,10.83,0,0.0,2019-08-15,129.96,2019,5-10 yr,Q1 low
C000311,27.0,Male,South,76,Enterprise,197.86,0,0.0,2024-02-12,2374.32,2024,5-10 yr,Q4 high
C000312,29.0,Female,West,19,Standard,32.57,1,0.0,2023-12-22,390.84000000000003,2023,1-2 yr,Q3
C000313,47.0,Female,Central,120,Basic,10.74,1,0.0,2019-04-05,128.88,2019,5-10 yr,Q1 low
C000314,37.0,Female,East,99,Premium,61.91,3,0.0,2022-07-10,742.92,2022,5-10 yr,Q4 high
C000315,18.0,Female,West,47,Premium,80.21,0,0.0,2019-07-21,962.52,2019,2-5 yr,Q4 high
C000316,42.0,Male,Central,67,Premium,51.14,1,0.0,2021-08-28,613.6800000000001,2021,5-10 yr,Q4 high
C000317,44.0,Female,Central,118,Premium,37.19,0,0.0,2021-12-14,446.28,2021,5-10 yr,Q3
C000318,49.0,Female,Central,84,Standard,15.65,0,0.0,2023-09-26,187.8,2023,5-10 yr,Q2
C000319,20.0,Male,South,32,Standard,39.51,1,0.0,2022-07-23,474.12,2022,2-5 yr,Q3
C000320,32.0,Female,South,84,Basic,15.83,1,1.0,2024-05-13,189.96,2024,5-10 yr,Q2
C000321,31.0,Male,East,77,Premium,81.46,3,0.0,2024-11-15,977.52,2024,5-10 yr,Q4 high
C000322,53.0,Female,North,37,Standard,16.76,0,0.0,2022-09-13,201.12,2022,2-5 yr,Q2
C000323,37.0,Male,South,60,Basic,15.84,1,0.0,2020-04-23,190.07999999999998,2020,2-5 yr,Q2
C000324,28.0,Female,Central,44,Premium,90.77,3,0.0,2020-09-23,1089.24,2020,2-5 yr,Q4 high
C000325,26.0,Female,North,1,Standard,25.19,2,0.0,2023-06-21,302.28000000000003,2023,0-6 mo,Q2
C000326,30.0,Male,East,26,Basic,14.2,1,0.0,2019-10-09,170.39999999999998,2019,2-5 yr,Q1 low
C000327,18.0,Male,South,70,Premium,92.08,1,1.0,2022-10-08,1104.96,2022,5-10 yr,Q4 high
C000328,44.0,Male,East,14,Basic,19.74,1,1.0,2019-03-14,236.88,2019,1-2 yr,Q2
C000329,37.0,Male,Central,106,Premium,61.7,3,0.0,2023-04-01,740.4000000000001,2023,5-10 yr,Q4 high
C000330,18.0,Female,South,18,Premium,43.76,2,0.0,2024-11-27,525.12,2024,1-2 yr,Q3
C000331,39.0,Female,West,33,Basic,19.66,2,1.0,2025-07-01,235.92000000000002,2025,2-5 yr,Q2
C000332,41.0,Male,East,58,Enterprise,164.2,0,0.0,2024-06-20,1970.3999999999999,2024,2-5 yr,Q4 high
C000333,37.0,Female,West,38,Basic,11.73,0,0.0,2019-01-04,140.76,2019,2-5 yr,Q1 low
C000334,35.0,Male,East,119,Enterprise,106.26,1,0.0,2020-12-31,1275.1200000000001,2020,5-10 yr,Q4 high
C000335,44.0,Female,Central,83,Standard,27.7,1,0.0,2022-03-22,332.4,2022,5-10 yr,Q3
C000336,22.0,Male,West,76,Standard,31.9,1,0.0,2022-08-23,382.79999999999995,2022,5-10 yr,Q3
C000337,48.0,Female,North,101,Standard,21.51,2,0.0,2024-09-13,258.12,2024,5-10 yr,Q2
C000338,43.0,Male,East,96,Standard,20.3,0,0.0,2020-07-05,243.60000000000002,2020,5-10 yr,Q2
C000339,18.0,Female,North,110,Premium,60.39,1,1.0,2024-07-31,724.6800000000001,2024,5-10 yr,Q4 high
C000340,29.0,Female,East,10,Standard,18.71,0,0.0,2023-01-23,224.52,2023,6-12 mo,Q2
C000341,33.0,Female,Central,96,Basic,5.96,0,1.0,2019-01-30,71.52,2019,5-10 yr,Q1 low
C000342,25.0,Female,East,88,Standard,34.57,3,0.0,2019-07-29,414.84000000000003,2019,5-10 yr,Q3
C000343,20.0,Male,North,19,Premium,50.4,0,1.0,2023-08-27,604.8,2023,1-2 yr,Q4 high
C000344,20.0,Male,Central,64,Basic,8.29,0,0.0,2021-05-15,99.47999999999999,2021,5-10 yr,Q1 low
C000345,39.0,Female,South,88,Standard,28.77,0,0.0,2019-01-12,345.24,2019,5-10 yr,Q3
C000346,19.0,Male,Central,48,Standard,31.84,1,0.0,2021-01-10,382.08,2021,2-5 yr,Q3
C000347,34.0,Male,East,15,Premium,45.35,0,0.0,2021-02-18,544.2,2021,1-2 yr,Q3
C000348,18.0,Male,North,37,Standard,23.35,1,0.0,2024-03-30,280.20000000000005,2024,2-5 yr,Q2
C000349,27.0,Non-binary,South,50,Standard,30.29,1,1.0,2022-08-01,363.48,2022,2-5 yr,Q3
C000350,26.0,Female,Central,47,Premium,50.16,1,1.0,2025-06-16,601.92,2025,2-5 yr,Q4 high
C000351,31.0,Female,South,21,Basic,17.68,0,0.0,2024-11-29,212.16,2024,1-2 yr,Q2
C000352,33.0,Male,South,38,Premium,77.27,2,0.0,2021-09-16,927.24,2021,2-5 yr,Q4 high
C000353,24.0,Female,North,22,Standard,35.12,1,1.0,2021-01-18,421.43999999999994,2021,1-2 yr,Q3
C000354,40.0,Female,North,88,Standard,37.27,1,0.0,2025-04-03,447.24,2025,5-10 yr,Q3
C000355,37.0,Female,East,27,Standard,35.21,0,0.0,2020-01-23,422.52,2020,2-5 yr,Q3
C000356,34.0,Male,West,58,Premium,99.38,1,0.0,2022-02-01,1192.56,2022,2-5 yr,Q4 high
C000357,25.0,Male,South,58,Standard,32.47,4,0.0,2022-11-01,389.64,2022,2-5 yr,Q3
C000358,33.0,Female,East,109,Premium,90.53,0,0.0,2021-12-15,1086.3600000000001,2021,5-10 yr,Q4 high
C000359,21.0,Male,North,61,Enterprise,120.4,3,0.0,2019-10-21,1444.8000000000002,2019,5-10 yr,Q4 high
C000360,18.0,Female,South,113,Standard,26.52,0,0.0,2020-10-26,318.24,2020,5-10 yr,Q3
C000361,28.0,Female,North,17,Standard,21.59,0,0.0,2023-10-18,259.08,2023,1-2 yr,Q2
C000362,42.0,Male,South,114,Basic,10.42,1,0.0,2023-04-15,125.03999999999999,2023,5-10 yr,Q1 low
C000363,46.0,Male,South,85,Standard,34.45,3,0.0,2023-08-24,413.40000000000003,2023,5-10 yr,Q3
C000364,32.0,Male,South,44,Premium,48.47,1,0.0,2021-02-05,581.64,2021,2-5 yr,Q3
C000365,36.0,Female,Central,93,Premium,52.56,2,0.0,2020-07-09,630.72,2020,5-10 yr,Q4 high
C000366,26.0,Unknown,South,113,Basic,8.07,4,1.0,2021-04-22,96.84,2021,5-10 yr,Q1 low
C000367,20.0,Female,South,116,Basic,10.9,0,1.0,2020-05-04,130.8,2020,5-10 yr,Q1 low
C000368,60.0,Male,North,76,Standard,21.52,1,0.0,2025-08-09,258.24,2025,5-10 yr,Q2
C000369,21.0,Male,West,10,Standard,30.35,4,0.0,2020-12-12,364.20000000000005,2020,6-12 mo,Q3
C000370,43.0,Female,South,86,Standard,17.78,0,1.0,2023-07-06,213.36,2023,5-10 yr,Q2
C000371,43.0,Female,West,24,Premium,69.04,1,0.0,2024-05-07,828.48,2024,1-2 yr,Q4 high
C000372,30.0,Female,North,101,Basic,16.88,1,0.0,2024-03-10,202.56,2024,5-10 yr,Q2
C000373,22.0,Male,South,89,Basic,19.8,1,0.0,2023-07-30,237.60000000000002,2023,5-10 yr,Q2
C000374,18.0,Female,East,93,Standard,19.16,1,1.0,2024-07-19,229.92000000000002,2024,5-10 yr,Q2
C000375,38.0,Non-binary,Central,15,Basic,11.93,0,0.0,2020-02-26,143.16,2020,1-2 yr,Q1 low
C000376,25.0,Male,Central,9,Standard,21.94,1,0.0,2023-04-12,263.28000000000003,2023,6-12 mo,Q2
C000377,44.0,Male,Central,13,Basic,13.38,0,0.0,2022-06-09,160.56,2022,1-2 yr,Q1 low
C000378,38.0,Female,East,76,Standard,34.72,3,0.0,2021-02-14,416.64,2021,5-10 yr,Q3
C000379,35.0,Female,North,15,Basic,16.66,1,0.0,2019-01-10,199.92000000000002,2019,1-2 yr,Q2
C000380,38.0,Male,East,3,Premium,55.74,3,0.0,2019-02-16,668.88,2019,0-6 mo,Q4 high
C000381,25.0,Female,Central,107,Basic,16.53,1,0.0,2022-05-31,198.36,2022,5-10 yr,Q2
C000382,40.0,Male,North,94,Premium,84.42,4,0.0,2020-05-12,1013.04,2020,5-10 yr,Q4 high
C000383,18.0,Male,North,69,Standard,23.4,1,0.0,2023-05-04,280.79999999999995,2023,5-10 yr,Q2
C000384,37.0,Female,East,49,Basic,19.71,3,0.0,2021-07-12,236.52,2021,2-5 yr,Q2
C000385,36.0,Female,North,16,Basic,19.06,2,0.0,2020-08-30,228.71999999999997,2020,1-2 yr,Q2
C000386,60.0,Male,West,43,Standard,29.22,1,0.0,2019-05-28,350.64,2019,2-5 yr,Q3
C000387,46.0,Male,West,36,Premium,94.53,2,0.0,2024-01-13,1134.3600000000001,2024,2-5 yr,Q4 high
C000388,25.0,Male,East,52,Basic,13.86,3,1.0,2022-05-25,166.32,2022,2-5 yr,Q1 low
C000389,45.0,Male,North,63,Basic,11.39,2,0.0,2019-03-14,136.68,2019,5-10 yr,Q1 low
C000390,39.0,Male,West,101,Standard,21.92,1,1.0,2024-01-19,263.04,2024,5-10 yr,Q2
C000391,36.0,Female,West,11,Standard,21.62,0,1.0,2022-10-15,259.44,2022,6-12 mo,Q2
C000392,27.0,Female,South,93,Basic,9.81,3,0.0,2021-03-10,117.72,2021,5-10 yr,Q1 low
C000393,49.0,Male,Central,93,Premium,35.22,1,0.0,2024-04-29,422.64,2024,5-10 yr,Q3
C000394,34.0,Female,North,59,Basic,7.68,0,0.0,2022-08-24,92.16,2022,2-5 yr,Q1 low
C000395,29.0,Male,West,29,Standard,34.32,1,0.0,2024-02-01,411.84000000000003,2024,2-5 yr,Q3
C000396,31.0,Male,North,106,Basic,16.76,0,0.0,2025-03-09,201.12,2025,5-10 yr,Q2
C000397,24.0,Female,East,93,Premium,91.33,0,0.0,2023-07-13,1095.96,2023,5-10 yr,Q4 high
C000398,26.0,Male,West,89,Basic,9.28,0,1.0,2025-08-09,111.35999999999999,2025,5-10 yr,Q1 low
C000399,18.0,Male,Central,116,Premium,82.65,2,0.0,2023-07-25,991.8000000000001,2023,5-10 yr,Q4 high
C000400,60.0,Male,East,89,Premium,93.43,2,0.0,2019-07-27,1121.16,2019,5-10 yr,Q4 high
C000401,21.0,Female,East,19,Basic,8.5,3,0.0,2023-03-20,102.0,2023,1-2 yr,Q1 low
C000402,35.0,Non-binary,Central,108,Standard,39.06,1,0.0,2024-06-21,468.72,2024,5-10 yr,Q3
C000403,33.0,Female,West,63,Premium,83.6,1,0.0,2024-11-05,1003.1999999999999,2024,5-10 yr,Q4 high
C000404,45.0,Female,East,20,Standard,30.91,1,0.0,2020-05-20,370.92,2020,1-2 yr,Q3
C000405,49.0,Female,West,36,Standard,30.32,1,1.0,2024-11-01,363.84000000000003,2024,2-5 yr,Q3
C000406,36.0,Female,Central,28,Standard,22.88,1,0.0,2021-08-22,274.56,2021,2-5 yr,Q2
C000407,27.0,Male,Central,111,Standard,38.52,1,0.0,2021-01-11,462.24,2021,5-10 yr,Q3
C000408,37.0,Male,East,14,Basic,9.86,2,0.0,2021-04-06,118.32,2021,1-2 yr,Q1 low
C000409,27.0,Female,North,38,Basic,13.7,2,1.0,2022-05-06,164.39999999999998,2022,2-5 yr,Q1 low
C000410,24.0,Female,North,9,Basic,9.41,0,0.0,2022-01-20,112.92,2022,6-12 mo,Q1 low
C000411,28.0,Female,West,108,Basic,10.68,2,0.0,2020-08-01,128.16,2020,5-10 yr,Q1 low
C000412,40.0,Male,North,51,Standard,31.57,0,0.0,2020-03-10,378.84000000000003,2020,2-5 yr,Q3
C000413,49.0,Female,South,24,Standard,20.67,1,0.0,2024-01-30,248.04000000000002,2024,1-2 yr,Q2
C000414,52.0,Female,North,53,Standard,30.89,0,0.0,2025-05-21,370.68,2025,2-5 yr,Q3
C000415,44.0,Female,Central,55,Premium,51.49,1,0.0,2022-06-08,617.88,2022,2-5 yr,Q4 high
C000416,32.0,Male,South,70,Basic,19.96,3,1.0,2023-06-05,239.52,2023,5-10 yr,Q2
C000417,25.0,Female,West,16,Premium,91.59,0,0.0,2024-04-16,1099.08,2024,1-2 yr,Q4 high
C000418,40.0,Female,West,120,Basic,7.14,2,0.0,2021-07-15,85.67999999999999,2021,5-10 yr,Q1 low
C000419,20.0,Male,South,118,Premium,63.68,0,0.0,2019-07-10,764.16,2019,5-10 yr,Q4 high
C000420,39.0,Non-binary,West,24,Standard,37.25,4,0.0,2023-12-19,447.0,2023,1-2 yr,Q3
C000421,18.0,Female,West,117,Standard,27.43,0,0.0,2020-03-28,329.15999999999997,2020,5-10 yr,Q3
C000422,50.0,Male,East,8,Standard,20.46,2,1.0,2024-06-20,245.52,2024,6-12 mo,Q2
C000423,34.0,Female,East,20,Standard,22.07,2,1.0,2020-02-11,264.84000000000003,2020,1-2 yr,Q2
C000424,39.0,Male,Central,67,Standard,29.42,0,1.0,2023-01-26,353.04,2023,5-10 yr,Q3
C000425,42.0,Male,West,86,Basic,8.12,3,1.0,2022-09-15,97.44,2022,5-10 yr,Q1 low
C000426,29.0,Male,West,111,Premium,87.9,0,1.0,2022-12-19,1054.8000000000002,2022,5-10 yr,Q4 high
C000427,42.0,Unknown,North,41,Unknown,37.29,1,0.0,2024-07-23,447.48,2024,2-5 yr,Q3
C000428,40.0,Male,North,33,Standard,32.05,0,0.0,2025-06-28,384.59999999999997,2025,2-5 yr,Q3
C000429,18.0,Female,Central,1,Standard,31.19,1,0.0,2021-12-19,374.28000000000003,2021,0-6 mo,Q3
C000430,19.0,Non-binary,East,33,Basic,9.37,1,0.0,2022-07-03,112.44,2022,2-5 yr,Q1 low
C000431,40.0,Male,East,27,Basic,11.51,1,0.0,2022-08-02,138.12,2022,2-5 yr,Q1 low
C000432,35.0,Male,South,120,Standard,34.53,0,1.0,2022-12-19,414.36,2022,5-10 yr,Q3
C000433,18.0,Female,South,67,Basic,13.2,2,0.0,2019-06-20,158.39999999999998,2019,5-10 yr,Q1 low
C000434,57.0,Female,West,41,Basic,16.18,0,0.0,2019-02-09,194.16,2019,2-5 yr,Q2
C000435,47.0,Female,East,111,Standard,21.55,0,0.0,2021-11-06,258.6,2021,5-10 yr,Q2
C000436,45.0,Female,West,110,Standard,36.82,0,0.0,2024-03-20,441.84000000000003,2024,5-10 yr,Q3
C000437,33.0,Male,North,4,Premium,58.71,2,0.0,2024-07-23,704.52,2024,0-6 mo,Q4 high
C000438,30.0,Male,South,70,Standard,15.82,1,1.0,2023-12-27,189.84,2023,5-10 yr,Q2
C000439,36.0,Female,West,71,Enterprise,219.56,0,0.0,2024-08-04,2634.7200000000003,2024,5-10 yr,Q4 high
C000440,18.0,Female,Central,55,Standard,31.42,0,,2021-06-20,377.04,2021,2-5 yr,Q3
C000441,36.0,Male,East,92,Premium,37.33,2,0.0,2020-06-13,447.96,2020,5-10 yr,Q3
C000442,61.0,Male,North,103,Standard,39.83,3,0.0,2021-10-06,477.96,2021,5-10 yr,Q3
C000443,41.0,Female,South,11,Basic,10.48,1,1.0,2023-05-23,125.76,2023,6-12 mo,Q1 low
C000444,33.0,Female,South,110,Standard,33.99,1,0.0,2025-06-24,407.88,2025,5-10 yr,Q3
C000445,23.0,Female,Central,71,Premium,47.75,1,1.0,2022-01-04,573.0,2022,5-10 yr,Q3
C000446,51.0,Female,South,24,Standard,31.0,0,0.0,2023-04-21,372.0,2023,1-2 yr,Q3
C000447,30.0,Male,North,30,Enterprise,154.4,2,0.0,2024-12-22,1852.8000000000002,2024,2-5 yr,Q4 high
C000448,34.0,Male,East,119,Basic,5.53,1,0.0,2019-04-23,66.36,2019,5-10 yr,Q1 low
C000449,23.0,Female,West,55,Standard,25.24,1,1.0,2025-03-20,302.88,2025,2-5 yr,Q2
C000450,55.0,Female,East,91,Standard,39.32,1,1.0,2021-03-10,471.84000000000003,2021,5-10 yr,Q3
C000451,29.0,Male,North,47,Standard,37.49,2,0.0,2022-11-07,449.88,2022,2-5 yr,Q3
C000452,40.0,Female,North,75,Basic,18.85,2,0.0,2023-03-15,226.20000000000002,2023,5-10 yr,Q2
C000453,36.0,Male,Central,48,Basic,8.49,0,0.0,2019-11-30,101.88,2019,2-5 yr,Q1 low
C000454,31.0,Non-binary,South,24,Enterprise,197.82,0,0.0,2020-12-28,2373.84,2020,1-2 yr,Q4 high
C000455,45.0,Male,South,74,Premium,99.74,1,0.0,2024-06-07,1196.8799999999999,2024,5-10 yr,Q4 high
C000456,35.0,Male,Central,23,Standard,24.92,1,0.0,2021-02-28,299.04,2021,1-2 yr,Q2
C000457,36.0,Female,South,56,Standard,18.85,0,1.0,2021-12-03,226.20000000000002,2021,2-5 yr,Q2
C000458,18.0,Male,North,5,Premium,44.22,4,0.0,2019-08-18,530.64,2019,0-6 mo,Q3
C000459,31.0,Female,East,90,Basic,12.43,1,0.0,2020-09-13,149.16,2020,5-10 yr,Q1 low
C000460,59.0,Female,West,95,Premium,72.56,2,1.0,2022-01-25,870.72,2022,5-10 yr,Q4 high
C000461,28.0,Female,West,14,Basic,7.01,2,0.0,2019-12-26,84.12,2019,1-2 yr,Q1 low
C000462,28.0,Male,Central,30,Standard,23.32,2,0.0,2020-03-18,279.84000000000003,2020,2-5 yr,Q2
C000463,44.0,Male,North,39,Basic,9.03,2,1.0,2023-06-30,108.35999999999999,2023,2-5 yr,Q1 low
C000464,33.0,Female,West,56,Standard,19.67,3,1.0,2022-02-15,236.04000000000002,2022,2-5 yr,Q2
C000465,30.0,Male,East,30,Standard,35.15,0,0.0,2024-03-07,421.79999999999995,2024,2-5 yr,Q3
C000466,44.0,Female,North,4,Standard,25.23,0,0.0,2021-05-31,302.76,2021,0-6 mo,Q2
C000467,38.0,Female,Central,49,Premium,55.58,0,0.0,2019-02-05,666.96,2019,2-5 yr,Q4 high
C000468,30.0,Male,Central,108,Basic,10.53,0,0.0,2019-07-12,126.35999999999999,2019,5-10 yr,Q1 low
C000469,53.0,Female,North,92,Premium,80.17,2,0.0,2021-07-16,962.04,2021,5-10 yr,Q4 high
C000470,33.0,Male,West,63,Standard,23.21,2,0.0,2021-10-20,278.52,2021,5-10 yr,Q2
C000471,36.0,Female,North,117,Basic,6.14,1,0.0,2019-03-07,73.67999999999999,2019,5-10 yr,Q1 low
C000472,33.0,Male,Central,54,Standard,23.77,0,1.0,2021-10-11,285.24,2021,2-5 yr,Q2
C000473,31.0,Male,East,8,Basic,6.94,2,0.0,2024-11-14,83.28,2024,6-12 mo,Q1 low
C000474,22.0,Male,East,78,Standard,31.43,0,0.0,2020-06-12,377.15999999999997,2020,5-10 yr,Q3
C000475,22.0,Female,South,104,Standard,36.99,1,0.0,2022-06-18,443.88,2022,5-10 yr,Q3
C000476,18.0,Female,South,3,Standard,25.41,1,0.0,2022-11-19,304.92,2022,0-6 mo,Q2
C000477,26.0,Female,West,18,Basic,14.33,1,0.0,2019-06-22,171.96,2019,1-2 yr,Q1 low
C000478,27.0,Unknown,East,36,Premium,73.46,2,0.0,2024-05-18,881.52,2024,2-5 yr,Q4 high
C000479,40.0,Female,North,54,Basic,13.57,0,1.0,2024-01-26,162.84,2024,2-5 yr,Q1 low
C000480,43.0,Female,West,107,Basic,10.22,1,0.0,2025-05-30,122.64000000000001,2025,5-10 yr,Q1 low
C000481,34.0,Male,South,118,Basic,10.98,2,0.0,2021-04-07,131.76,2021,5-10 yr,Q1 low
C000482,29.0,Male,North,73,Standard,31.66,1,0.0,2021-06-30,379.92,2021,5-10 yr,Q3
C000483,33.0,Male,South,25,Standard,32.2,1,1.0,2019-02-11,386.40000000000003,2019,2-5 yr,Q3
C000484,34.0,Female,North,40,Standard,20.13,2,0.0,2020-02-19,241.56,2020,2-5 yr,Q2
C000485,39.0,Female,North,107,Basic,13.53,3,1.0,2024-04-20,162.35999999999999,2024,5-10 yr,Q1 low
C000486,43.0,Male,South,7,Premium,35.2,2,1.0,2025-05-04,422.40000000000003,2025,6-12 mo,Q3
C000487,43.0,Female,North,113,Basic,14.67,1,0.0,2023-11-04,176.04,2023,5-10 yr,Q1 low
C000488,38.0,Male,Central,87,Premium,43.62,1,0.0,2022-03-30,523.4399999999999,2022,5-10 yr,Q3
